,trans_date,Unnamed: 0,Open,High,Low,Close,Volume BTC,Volume USD,Future Prediction
58,2/28/2017,84239.5,1192.429083,1192.846611,1192.103542,1192.545056,6.05525679,7221.162082,
59,3/1/2017,85679.5,1206.137319,1206.550347,1205.861049,1206.258632,4.75952427,5754.744066,
60,3/2/2017,87119.5,1239.758354,1240.307062,1239.295056,1239.860646,5.746143017,7160.307664,
61,3/3/2017,88559.5,1272.221319,1272.728083,1271.712347,1272.271771,5.828607309,7427.387642,
62,3/4/2017,89999.5,1269.035521,1269.475049,1268.645271,1269.106639,3.938596253,4968.246767,
63,3/5/2017,91439.5,1258.489153,1259.014222,1258.069507,1258.509681,2.212803716,2785.96808,
64,3/6/2017,92879.5,1274.409903,1274.718618,1274.133118,1274.435472,3.656954902,4665.291343,
65,3/7/2017,94319.5,1254.575451,1255.130285,1253.963118,1254.567007,10.66046681,13207.86949,
66,3/8/2017,95759.5,1197.890854,1198.60034,1197.134549,1197.921514,9.874916335,11730.4039,
67,3/9/2017,97199.5,1176.849951,1177.320028,1176.385472,1176.921097,5.750955459,6772.332894,
68,3/10/2017,98639.5,1202.469681,1203.985424,1200.82534,1202.488486,23.49614256,27271.94683,
69,3/11/2017,100079.5,1167.503451,1168.246618,1166.963854,1167.666146,5.76759565,6699.930357,
70,3/12/2017,101519.5,1196.600146,1197.147931,1196.253111,1196.706861,4.358768682,5263.28144,
71,3/13/2017,102959.5,1234.11634,1234.605604,1233.682569,1234.216563,4.42026321,5458.386005,
72,3/14/2017,104399.5,1243.640451,1243.982813,1243.371444,1243.735486,5.40989299,6730.450739,
73,3/15/2017,105839.5,1251.317549,1251.72125,1251.077465,1251.478271,3.120595543,3906.959454,
74,3/16/2017,107279.5,1220.419278,1221.06116,1219.731056,1220.417306,11.01634633,13215.32307,
75,3/17/2017,108719.5,1130.986486,1131.855417,1129.924069,1130.973618,11.85699825,13286.08964,
76,3/18/2017,110159.5,1034.963528,1036.216958,1033.539312,1034.961528,15.0502345,15240.89013,
77,3/19/2017,111599.5,1009.357271,1010.058215,1008.635958,1009.412806,9.189478706,9284.042465,
78,3/20/2017,113039.5,1033.932396,1034.445646,1033.499771,1034.061757,5.868459399,6073.900484,
79,3/21/2017,114479.5,1083.581646,1084.048465,1083.177083,1083.689007,8.874735329,9601.24503,
80,3/22/2017,115919.5,1053.876597,1054.652583,1053.155597,1053.947951,10.79260981,11216.08587,
81,3/23/2017,117359.5,1035.558167,1036.047153,1035.129146,1035.661181,4.66979948,4838.360619,
82,3/24/2017,118799.5,990.5199028,991.3179792,989.5864028,990.5281389,11.41895669,11158.00023,
83,3/25/2017,120239.5,927.0016181,927.6766597,926.3413889,927.0301111,10.17784655,9402.007738,
84,3/26/2017,121679.5,964.1647917,964.7535347,963.6293403,964.2569931,7.239183773,7014.367054,
85,3/27/2017,123119.5,998.2049306,998.8626667,997.7327431,998.4059444,6.494130507,6530.975997,
86,3/28/2017,124559.5,1043.013125,1043.5515,1042.584229,1043.16234,6.900496836,7217.173636,
87,3/29/2017,125999.5,1032.938049,1033.394,1032.567535,1033.028868,6.955232228,7171.859875,
88,3/30/2017,127439.5,1033.487028,1034.043764,1033.001736,1033.580653,6.641351419,6856.747934,
89,3/31/2017,128879.5,1051.517444,1052.300979,1050.842958,1051.600479,8.653430548,9119.272261,
90,4/1/2017,130319.5,1077.39316,1077.893264,1077.001285,1077.52059,4.136625096,4460.464452,
91,4/2/2017,131759.5,1079.834194,1080.529444,1079.333104,1079.922,5.566827227,6027.976822,
92,4/3/2017,133199.5,1126.428604,1127.157611,1125.832104,1126.591181,7.98592326,9001.461976,
93,4/4/2017,134639.5,1142.354611,1142.863743,1141.868458,1142.401174,5.37603554,6138.667573,
94,4/5/2017,136079.5,1130.077007,1130.468722,1129.71366,1130.145181,4.262512559,4805.781877,
95,4/6/2017,137519.5,1167.228063,1167.758382,1166.829597,1167.347514,6.665486731,7800.453834,
96,4/7/2017,138959.5,1189.523569,1189.889111,1189.097549,1189.478979,4.077265759,4852.16615,
97,4/8/2017,140399.5,1187.925799,1188.192076,1187.647229,1187.907042,2.484838471,2945.565641,
98,4/9/2017,141839.5,1193.725042,1194.069965,1193.515931,1193.853597,3.903854109,4668.548647,
99,4/10/2017,143279.5,1207.920299,1208.235833,1207.684542,1208.024,3.13210693,3782.656251,
100,4/11/2017,144719.5,1213.309785,1213.596889,1213.11525,1213.413021,2.925096249,3546.479695,
101,4/12/2017,146159.5,1216.994701,1217.383944,1216.686937,1217.081819,2.779549035,3379.802424,
102,4/13/2017,147599.5,1188.343264,1188.782278,1187.829688,1188.344486,5.43617468,6416.155601,
103,4/14/2017,149039.5,1173.310903,1174.020076,1172.56466,1173.40625,7.180702728,8383.341663,
104,4/15/2017,150479.5,1177.996903,1178.382569,1177.825688,1178.209972,1.805085146,2129.392319,
105,4/16/2017,151919.5,1169.901215,1170.589806,1169.589882,1170.238292,2.467266996,2870.824311,
106,4/17/2017,153359.5,1172.055896,1172.494181,1171.834667,1172.293083,3.045999236,3591.076873,
107,4/18/2017,154799.5,1200.018972,1200.399847,1199.794806,1200.177181,4.389696531,5280.333421,
108,4/19/2017,156239.5,1201.076833,1201.461694,1200.835528,1201.19441,4.698163087,5632.598791,
109,4/20/2017,157679.5,1220.476361,1220.851271,1220.093382,1220.538688,4.502104126,5502.373843,
110,4/21/2017,159119.5,1241.263292,1241.739458,1240.90866,1241.370785,4.020608326,4992.510167,
111,4/22/2017,160559.5,1237.554937,1237.876597,1237.273583,1237.613278,3.382546096,4160.459208,
112,4/23/2017,161999.5,1235.539056,1235.902819,1235.280597,1235.665861,2.185278914,2700.50761,
113,4/24/2017,163439.5,1243.750965,1244.059132,1243.556944,1243.867049,2.611098974,3244.702243,
114,4/25/2017,164879.5,1264.704937,1265.196194,1264.415819,1264.907556,3.868991879,4901.167108,
115,4/26/2017,166319.5,1287.882618,1288.443021,1287.456799,1288.0115,6.803986109,8791.399679,
116,4/27/2017,167759.5,1313.056431,1313.473444,1312.694819,1313.12775,4.971524272,6563.270546,
117,4/28/2017,169199.5,1324.291917,1324.961285,1323.513694,1324.274868,6.076982457,8032.796654,
118,4/29/2017,170639.5,1330.004292,1330.619771,1329.369368,1330.034132,3.130585564,4166.234181,
119,4/30/2017,172079.5,1331.017201,1331.619375,1330.574875,1331.215514,2.799889474,3734.784167,
120,5/1/2017,173519.5,1376.519931,1377.525701,1375.626076,1376.713604,6.275657414,8694.709316,
121,5/2/2017,174959.5,1433.072931,1433.841687,1432.358042,1433.225785,6.567322324,9447.178386,
122,5/3/2017,176399.5,1471.069021,1471.915882,1470.142549,1471.202361,7.940551942,11737.50673,
123,5/4/2017,177839.5,1539.86991,1541.230181,1538.340792,1539.865042,13.76839863,21206.03012,
124,5/5/2017,179279.5,1557.03834,1558.423521,1555.459542,1557.035333,10.8899613,16930.31547,
125,5/6/2017,180719.5,1540.570729,1541.385896,1539.763451,1540.573618,5.88343811,9067.529794,
126,5/7/2017,182159.5,1542.865757,1543.816882,1541.985979,1542.82509,5.822146027,8972.275357,
127,5/8/2017,183599.5,1587.940861,1589.669951,1586.216208,1587.966118,13.47572209,21441.58881,
128,5/9/2017,185039.5,1704.484319,1705.792083,1702.924618,1704.495458,11.79366641,20164.26105,
129,5/10/2017,186479.5,1746.421597,1747.288875,1745.443056,1746.400882,7.94338878,13887.12454,
130,5/11/2017,187919.5,1825.760146,1826.785819,1824.482667,1825.756479,10.3647923,18978.6985,
131,5/12/2017,189359.5,1770.554972,1771.767188,1769.087396,1770.401264,12.10183274,21181.08246,
132,5/13/2017,190799.5,1706.621389,1707.861535,1705.285146,1706.611792,7.695030766,13014.66913,
133,5/14/2017,192239.5,1782.116799,1783.071833,1781.13825,1782.12334,3.87169649,6902.481311,
134,5/15/2017,193679.5,1733.543597,1735.124014,1731.50316,1733.340535,9.446886415,16283.41177,
135,5/16/2017,195119.5,1709.122764,1710.683153,1707.413063,1709.084583,11.68729269,19946.8794,
136,5/17/2017,196559.5,1774.043764,1776.713861,1771.469549,1774.003986,12.59671861,22353.48611,
137,5/18/2017,197999.5,1824.928264,1826.246625,1823.467854,1824.892931,8.44316128,15419.40923,
138,5/19/2017,199439.5,1926.000431,1927.144736,1924.692792,1925.951312,9.895373148,19067.64533,
139,5/20/2017,200879.5,1974.196542,1975.667965,1972.589007,1973.995535,8.620430269,16981.22561,
140,5/21/2017,202319.5,2022.675125,2024.107438,2021.057632,2022.64916,4.872899849,9844.696983,
141,5/22/2017,203759.5,2109.022847,2111.691354,2106.099882,2109.228125,11.81216939,24932.50524,
142,5/23/2017,205199.5,2191.771618,2193.697778,2189.874431,2191.830951,9.990000787,21997.46199,
143,5/24/2017,206639.5,2366.930667,2369.218951,2364.327285,2367.124069,15.41936926,36750.80777,
144,5/25/2017,208079.5,2555.794097,2560.546042,2550.45484,2555.549757,22.92036312,57730.09722,
145,5/26/2017,209519.5,2384.66791,2389.179063,2379.66641,2384.458,19.68920611,46199.07057,
146,5/27/2017,210959.5,2097.210007,2101.20675,2092.327625,2096.443972,18.24001717,37650.47722,
147,5/28/2017,212399.5,2188.677708,2191.348597,2186.090972,2188.759104,10.77858308,23591.10023,
148,5/29/2017,213839.5,2237.84016,2239.565583,2235.971493,2237.842833,8.562674492,19321.83745,
149,5/30/2017,215279.5,2274.098674,2276.198264,2271.686854,2274.068667,9.84799233,22296.24597,
150,5/31/2017,216719.5,2253.848778,2255.705236,2251.622014,2253.644097,11.35813502,25717.89174,
151,6/1/2017,218159.5,2389.733007,2391.732229,2387.568188,2389.712465,12.80769701,30617.0326,
152,6/2/2017,219599.5,2429.240611,2430.570771,2427.841437,2429.301472,8.798203714,21368.19366,
153,6/3/2017,221039.5,2518.801604,2520.099451,2517.283104,2518.750889,7.623957215,19248.94107,
154,6/4/2017,222479.5,2524.78475,2526.170368,2523.3015,2524.746993,6.368949111,16060.7201,
155,6/5/2017,223919.5,2600.657451,2602.018785,2599.071493,2600.744444,8.630933785,22535.53914,
156,6/6/2017,225359.5,2835.146479,2837.843,2831.833458,2835.126056,18.59706811,52420.20347,
157,6/7/2017,226799.5,2816.131965,2818.252451,2813.516174,2815.695319,11.84881604,32970.73527,
158,6/8/2017,228239.5,2753.674125,2755.249438,2751.826854,2753.572438,9.232447063,25382.04047,
159,6/9/2017,229679.5,2823.979333,2825.182646,2822.408694,2823.847118,5.687873787,16066.60654,
160,6/10/2017,231119.5,2854.170611,2855.602924,2852.266014,2853.871778,6.84962471,19584.0272,
161,6/11/2017,232559.5,2906.610694,2907.620465,2905.339083,2906.474215,4.888266845,14231.17634,
162,6/12/2017,233999.5,2803.790014,2807.022688,2800.239062,2803.58175,21.97985202,59816.50179,
163,6/13/2017,235439.5,2716.289396,2718.234549,2713.664792,2715.928694,11.35243026,30841.41298,
164,6/14/2017,236879.5,2653.499979,2656.348743,2649.981556,2653.048271,20.54234113,53045.34065,
165,6/15/2017,238319.5,2356.928847,2360.53366,2352.855208,2356.729639,25.53926535,59038.5343,
166,6/16/2017,239759.5,2450.275354,2452.124514,2448.012472,2450.145049,9.748464665,23889.01507,
167,6/17/2017,241199.5,2556.150403,2557.766611,2554.309722,2555.917826,8.010954823,20534.75041,
168,6/18/2017,242639.5,2566.76175,2568.446993,2564.770472,2566.558764,6.740278761,17184.89641,
169,6/19/2017,244079.5,2558.074542,2559.845542,2556.277132,2558.139181,7.520384412,19216.57979,
170,6/20/2017,245519.5,2661.598681,2663.74591,2659.136118,2661.563167,11.10113598,29714.62672,
171,6/21/2017,246959.5,2712.449896,2714.983813,2709.467986,2712.268813,10.96815175,29602.06152,
172,6/22/2017,248399.5,2680.903431,2683.069618,2678.617285,2680.862333,7.568943473,20306.0571,
173,6/23/2017,249839.5,2718.326125,2719.683194,2716.659417,2718.264889,5.826569344,15817.91123,
174,6/24/2017,251279.5,2657.292111,2659.595938,2654.823528,2657.009215,9.372075993,24554.12439,
175,6/25/2017,252719.5,2559.625944,2561.46241,2557.293799,2559.341569,7.34981326,18664.18057,
176,6/26/2017,254159.5,2465.034146,2467.611771,2461.937187,2464.920389,15.43541241,37798.45929,
177,6/27/2017,255599.5,2407.817139,2410.159229,2405.246292,2407.794424,13.34956546,31945.77302,
178,6/28/2017,257039.5,2533.873896,2535.777674,2531.662826,2533.601604,8.676381481,21986.41311,
179,6/29/2017,258479.5,2558.797924,2560.362472,2556.957764,2558.770583,5.898622249,15079.9549,
180,6/30/2017,259919.5,2523.87634,2525.410306,2522.074903,2524.045382,6.130017797,15438.34214,
181,7/1/2017,261359.5,2462.43659,2463.970639,2460.587312,2462.32516,6.2827773,15380.22424,
182,7/2/2017,262799.5,2444.742819,2446.003021,2443.384847,2444.765035,6.251411285,15284.33867,
183,7/3/2017,264239.5,2523.955236,2525.212938,2522.504049,2524.042132,8.161447879,20692.31583,
184,7/4/2017,265679.5,2596.631146,2597.905188,2595.243639,2596.606132,6.837584178,17767.26622,
185,7/5/2017,267119.5,2569.90166,2570.849215,2568.836868,2569.914167,7.67356219,19708.05752,
186,7/6/2017,268559.5,2593.786979,2594.683125,2592.833306,2593.837181,6.037690329,15601.24437,
187,7/7/2017,269999.5,2543.134132,2544.41,2541.723653,2543.120764,6.676009892,16900.95565,
188,7/8/2017,271439.5,2516.306549,2517.428319,2515.08191,2516.34891,3.987649226,10024.16571,
189,7/9/2017,272879.5,2539.364389,2540.230986,2538.271257,2539.284757,3.433936147,8705.572067,
190,7/10/2017,274319.5,2455.181146,2456.786167,2453.278243,2455.034153,12.21712995,29439.54339,
191,7/11/2017,275759.5,2339.608569,2341.529368,2337.259174,2339.670597,12.25571221,28683.09641,
192,7/12/2017,277199.5,2343.879674,2345.62009,2341.856396,2343.987403,9.037133708,21222.14962,
193,7/13/2017,278639.5,2371.010208,2372.152799,2369.742035,2371.100986,5.977542707,14153.0914,
194,7/14/2017,280079.5,2279.492389,2280.881194,2277.622153,2279.320333,8.887226382,19894.86978,
195,7/15/2017,281519.5,2073.958757,2076.306667,2071.383868,2073.935306,13.9852295,28789.57534,
196,7/16/2017,282959.5,1939.961229,1942.66575,1936.774347,1939.769167,17.81660906,34163.70907,
197,7/17/2017,284399.5,2056.487118,2058.777535,2053.981035,2056.519118,18.38551887,38270.79971,
198,7/18/2017,285839.5,2280.825354,2283.412271,2278.149979,2280.832285,17.5458844,40156.78816,
199,7/19/2017,287279.5,2311.829507,2313.971028,2309.466146,2311.804187,11.91158541,27486.09385,
200,7/20/2017,288719.5,2491.575903,2494.818417,2488.634792,2492.001181,21.6800566,56196.04029,
201,7/21/2017,290159.5,2718.735319,2722.154882,2715.000562,2718.663299,14.54023034,39607.4922,
202,7/22/2017,291599.5,2779.743861,2782.103903,2777.337681,2779.755,9.103832224,25418.55151,
203,7/23/2017,293039.5,2767.398021,2769.847785,2764.669139,2767.121493,7.848970591,21627.11636,
204,7/24/2017,294479.5,2753.694625,2755.233618,2751.729222,2753.612097,7.068690796,19478.86214,
205,7/25/2017,295919.5,2624.394493,2627.095354,2621.116743,2624.099264,14.91780583,38573.34468,
206,7/26/2017,297359.5,2499.144299,2502.001243,2495.669785,2499.11641,12.39122554,30845.47418,
207,7/27/2017,298799.5,2569.183993,2571.043299,2567.207521,2569.322965,8.373311661,21570.58731,
208,7/28/2017,300239.5,2737.343222,2739.359854,2735.124861,2737.286194,9.865833454,27116.13846,
209,7/29/2017,301679.5,2718.069326,2719.944528,2716.123833,2718.175917,7.717010048,20873.98578,
210,7/30/2017,303119.5,2675.631326,2677.555931,2673.440924,2675.802903,6.871203706,18351.48651,
211,7/31/2017,304559.5,2760.455285,2762.410389,2758.472583,2760.599458,7.937002924,21976.40621,
212,8/1/2017,305999.5,2769.555007,2772.821576,2766.340049,2769.700042,8.877642542,24338.00802,
213,8/2/2017,307439.5,2713.836618,2715.787785,2711.932979,2713.936569,6.688689575,18121.4233,
214,8/3/2017,308879.5,2743.179611,2744.284299,2741.843542,2743.284653,5.639122036,15533.57979,
215,8/4/2017,310319.5,2826.819819,2828.412514,2825.246069,2827.005715,5.542397295,15707.35167,
216,8/5/2017,311759.5,3153.226486,3157.15666,3149.200771,3153.660069,11.97568609,37924.29588,
217,8/6/2017,313199.5,3235.932208,3238.570063,3233.283847,3236.007917,4.323474574,13991.76786,
218,8/7/2017,314639.5,3307.855528,3310.443146,3305.037243,3308.086757,8.528677944,28467.32056,
219,8/8/2017,316079.5,3416.411819,3418.815694,3413.334312,3416.066104,11.02023534,37618.05391,
220,8/9/2017,317519.5,3341.37491,3343.692688,3338.460681,3341.188736,9.975732102,33070.2613,
221,8/10/2017,318959.5,3392.064375,3394.019069,3389.50234,3391.806437,6.3578704,21580.24903,
222,8/11/2017,320399.5,3503.182847,3505.497014,3500.088507,3503.103181,8.340962157,29289.05081,
223,8/12/2017,321839.5,3757.802188,3761.054687,3753.265181,3757.487743,8.642274649,32743.5602,
224,8/13/2017,323279.5,4023.112076,4027.559285,4018.127201,4023.286,11.0605034,44321.39622,
225,8/14/2017,324719.5,4168.178965,4171.490979,4163.975868,4167.993833,9.927550015,41786.16055,
226,8/15/2017,326159.5,4167.81716,4172.507354,4161.562556,4167.686743,17.74431376,72781.44755,
227,8/16/2017,327599.5,4166.038563,4169.832243,4161.582625,4166.003368,9.044007635,37918.9474,
228,8/17/2017,329039.5,4345.854333,4350.222993,4340.476201,4345.919243,10.18499433,44187.67107,
229,8/18/2017,330479.5,4228.144215,4232.332493,4223.043701,4228.188403,12.19306238,50971.42107,
230,8/19/2017,331919.5,4055.143451,4058.372354,4050.825694,4055.157333,10.48888073,42280.8094,
231,8/20/2017,333359.5,4060.192826,4062.85025,4056.784139,4060.07141,4.679987791,18971.97095,
232,8/21/2017,334799.5,4022.839639,4026.060431,4019.168285,4022.701167,6.857719026,27486.30724,
233,8/22/2017,336239.5,3922.212271,3927.041576,3916.694576,3922.028104,16.35886899,63703.12611,
234,8/23/2017,337679.5,4141.553458,4145.939285,4136.273854,4141.476889,10.42589211,43233.20999,
235,8/24/2017,339119.5,4180.81225,4183.454785,4176.65041,4180.539021,7.525063908,31525.05684,
236,8/25/2017,340559.5,4356.791361,4359.398243,4353.159938,4356.688889,6.780250147,29550.14016,
237,8/26/2017,341999.5,4311.406681,4313.018681,4309.068924,4311.373458,4.645921891,19994.67795,
238,8/27/2017,343439.5,4340.664583,4342.662972,4338.14134,4340.416299,2.940414771,12757.11729,
239,8/28/2017,344879.5,4304.745694,4306.826604,4301.849,4304.705208,6.135334386,26325.04002,
240,8/29/2017,346319.5,4464.393729,4466.676736,4460.952917,4464.2795,8.26727019,37223.92503,
241,8/30/2017,347759.5,4576.318792,4578.799535,4572.783917,4575.960375,6.098726098,27837.85919,
242,8/31/2017,349199.5,4669.480938,4671.853354,4666.038438,4669.390076,6.247026124,29247.25557,
243,9/1/2017,350639.5,4801.826097,4804.446132,4797.498319,4801.706236,10.68858219,51391.1637,
244,9/2/2017,352079.5,4685.066688,4689.879563,4678.551903,4684.137694,11.91944601,55836.9132,
245,9/3/2017,353519.5,4576.618868,4580.224507,4570.992306,4576.001104,7.802857714,35530.23408,
246,9/4/2017,354959.5,4362.368167,4367.999181,4355.340576,4361.936167,17.40911474,74855.97704,
247,9/5/2017,356399.5,4252.432472,4257.968736,4245.978937,4252.457069,14.51544281,61474.89355,
248,9/6/2017,357839.5,4529.193243,4533.04275,4524.080125,4528.704993,11.55978627,52334.16419,
249,9/7/2017,359279.5,4584.400153,4587.106917,4580.622632,4584.300257,6.459629433,29617.30819,
250,9/8/2017,360719.5,4482.880597,4487.445924,4477.510125,4482.604403,16.53969221,72315.34689,
251,9/9/2017,362159.5,4292.379132,4296.229944,4287.737264,4292.220722,6.967267667,29819.62427,
252,9/10/2017,363599.5,4180.774687,4184.990521,4176.187097,4180.850257,10.25057872,42497.20764,
253,9/11/2017,365039.5,4210.501188,4213.935299,4206.050028,4210.225688,7.785695972,32800.32735,
254,9/12/2017,366479.5,4253.429833,4256.545028,4249.365889,4253.140653,9.348079912,39570.70569,
255,9/13/2017,367919.5,3934.595306,3938.995007,3929.238986,3934.011493,20.59328755,80270.28763,
256,9/14/2017,369359.5,3625.268361,3631.159569,3618.450708,3624.537646,28.74890408,101667.8511,
257,9/15/2017,370799.5,3409.076653,3417.379861,3400.674132,3409.156632,41.87079124,141124.0363,
258,9/16/2017,372239.5,3696.834361,3701.457243,3690.300444,3696.292625,16.0924742,59000.81334,
259,9/17/2017,373679.5,3634.530778,3638.102938,3630.177146,3634.360208,8.263446184,29944.14609,
260,9/18/2017,375119.5,3940.889201,3945.210361,3936.103597,3941.119854,12.03022077,47536.44991,
261,9/19/2017,376559.5,3963.13866,3966.730389,3959.030792,3962.957875,10.63642017,42051.27999,
262,9/20/2017,377999.5,3937.292444,3940.069514,3934.127979,3937.191556,8.172707775,32134.55638,
263,9/21/2017,379439.5,3791.671382,3794.767056,3787.972472,3791.326264,12.51177768,46837.43125,
264,9/22/2017,380879.5,3626.782833,3629.94484,3623.115465,3626.568778,10.45204051,37797.73684,
265,9/23/2017,382319.5,3713.684778,3716.096542,3711.147236,3713.82225,7.15294986,26568.09597,
266,9/24/2017,383759.5,3695.013472,3697.166007,3692.864854,3695.201854,4.66203912,17200.21539,
267,9/25/2017,385199.5,3820.045639,3822.630764,3817.424521,3819.996326,10.50625362,40411.55311,
268,9/26/2017,386639.5,3914.892292,3917.013285,3912.607639,3914.806326,7.025317049,27513.90599,
269,9/27/2017,388079.5,4035.830847,4038.494313,4032.923826,4035.879729,10.51522303,42720.53638,
270,9/28/2017,389519.5,4188.738264,4190.759215,4186.115514,4188.612035,6.744338022,28241.67857,
271,9/29/2017,390959.5,4145.113472,4147.520271,4142.083618,4144.977382,8.558603418,35331.47697,
272,9/30/2017,392399.5,4270.140951,4271.87916,4268.25409,4270.209181,5.320487882,22761.22887,
